word,ipa
ventilation,vɛntəlejʃən
sufferings,sʌfɹ̩ɪŋz
fewest,fjuəst
hamill,hæməl
prosody,pɹɑsədi
ironically,ajɹɑnɪkli
restore,ɹɪstɔɹ
leopards,lɛpɹ̩dz
submitted,səbmɪtəd
roping,ɹowpɪŋ
theobald,θiəbəld
isn’t,ɪsnt
syllables,sɪləbəlz
flinders,flɪndɹ̩z
evaporate,ɪvæpɹ̩ejt
genuine,d͡ʒɛnjəwən
jiangsu,d͡ʒjɑŋsu
sufficient,səfɪʃənt
operational,ɑpɹ̩ejʃənəl
unavailable,ʌnəvejləbəl
dilated,dajlejtəd
noel,nowɛl
pronunciations,pɹownʌnsiejʃənz
intruders,ɪntɹudɹ̩z
hospitable,hɑspɪtəbəl
zoroastrianism,zɔɹowæstɹiənɪzəm
schoolhouse,skulhaws
audience,ɑdiəns
incompetence,ɪnkɑmpətəns
rushing,ɹʌʃɪŋ
cost,kɑst
broye,bɹoj
ordinate,ɔɹdənejt
borel,bɔɹəl
cruciform,kɹusɪfɔɹm
whedon,wɛdən
balkan,bɔlkən
canvas,kænvəs
vibrato,vibɹɑtow
citywide,sɪtiwajd
refit,ɹifɪt
merkel,mɹ̩kəl
quine,kwajn
askew,əskju
answerphone,ænsɹ̩fown
alive,əlajv
hokkaido,howkajdow
manius,mejniɪs
admired,ədmajɹ̩d
technological,tɛknəlɑd͡ʒɪkəl
overt,owvɹ̩t
cox,kɑks
royals,ɹojəlz
octave,ɑktɪv
voss,vɔs
incredible,ɪnkɹɛdəbəl
sciences,sajənsəz
fanning,fænɪŋ
lively,lajvli
husband,hʌzbənd
orbit,ɔɹbət
appears,əpɪɹz
this,ðɪs
hardened,hɑɹdənd
gall,ɡɔl
includes,ɪnkludz
ventures,vɛnt͡ʃɹ̩z
metathesis,mɛtæðəsəs
creations,kɹiejʃənz
crimson,kɹɪmzən
hyperactive,hajpɹ̩æktɪv
egyptians,ɪd͡ʒɪpʃənz
dives,dajvz
reynolds,ɹɛnəldz
abraded,əbɹejdəd
months,mʌnθs
sump,sʌmp
enquiries,ɛnkwɪɹ̩iz
brecon,bɹɛkən
sermons,sɹ̩mənz
trolleybus,tɹɑlibəs
tugged,tʌɡd
bordentown,bɔɹdəntawn
pigment,pɪɡmənt
relieving,ɹɪlivɪŋ
submitting,səbmɪtɪŋ
accountant,əkawntənt
talkies,tɔkiz
significant,səɡnɪfɪkənt
seismic,sajzmɪk
waterworks,wɔtɹ̩wɹ̩ks
genealogy,d͡ʒiniɑləd͡ʒi
proprietary,pɹəpɹajətɛɹi
capitalize,kæpətəlajz
flotation,flowtejʃən
schneider,ʃnajdɹ̩
frasier,fɹejsiɹ̩
ababa,əbɑbə
thornley,θɔɹnli
underage,ʌndɹ̩ɪd͡ʒ
layoffs,lejɔfs
toward,təwɔɹd
mice,majs
thyroid,θajɹojd
neolithic,niɑlɪθɪk
passkey,pæski
substantia,sʌbstænt͡ʃə
homo,howmow
statuette,stæt͡ʃuɛt
macomb,mejkəm
arabian,ɹ̩ejbiən
calculator,kælkjəlejtɹ̩
isolation,ajsəlejʃən
employees,ɛmplojiz
participants,pɑɹtɪsəpənts
everything,ɛvɹiθɪŋ
assistants,əsɪstənts
instructor,ɪnstɹʌktɹ̩
wishbone,wɪʃbown
unresting,ənɹɛstɪŋ
toby,towbi
bicyclists,bajsajkələsts
mesoamerican,mɛzowmɛɹəkən
outing,awtɪŋ
bimonthly,bajmʌnθli
lovable,lʌvəbəl
latex,lejtɛks
infection,ɪnfɛkʃən
champaign,t͡ʃæmpejn
centralised,sɛntɹəlajzd
butchered,bʊt͡ʃɹ̩d
identifies,ajdɛntəfajz
vickie,vɪki
genres,ʒɑnɹəz
lippi,lɪpi
coffey,kɑfi
pertaining,pɹ̩tejnɪŋ
sacramento,sækɹəmɛntow
mountainside,mawntənsajd
oftentimes,ɔfəntajmz
lithuanian,lɪθəwejniən
harte,hɑɹt
inefficiency,ɪnɪfɪʃənsi
meant,mɛnt
skew,skju
convalescence,kɑnvəlɛsəns
ataxia,ejtæksiə
traversed,tɹævɹ̩st
hyder,hajdɹ̩
boltzmann,bowltsmən
hungry,hʌŋɡɹi
superman,supɹ̩mən
bainbridge,bejnbɹɪd͡ʒ
francis,fɹænsəs
kristine,kɹɪstin
ovid,owvɪd
locomotion,lowkəmowʃən
since,sɪns
critic,kɹɪtɪk
distal,dɪstəl
barristers,bæɹɪstɹ̩z
leggett,lɛɡɪt
fulani,fulɑni
mix,mɪks
guo,ɡʌow
corresponding,kɔɹəspɑndɪŋ
cocoa,kowkow
professor’s,pɹəfɛsɔɹz
navies,nejviz
graham,ɡɹejəm
alameda,æləmidə
onward,ɔnwɹ̩d
drax,dɹæks
bicameral,bɪkəmɹ̩əl
torn,tɔɹn
disadvantage,dɪsədvæntɪd͡ʒ
righteousness,ɹajt͡ʃəsnəs
isomorphic,ajsowmɔɹfɪk
chubby,t͡ʃʌbi
quad,kwɑd
submits,sʌbmɪts
hangover,hæŋowvɹ̩
boise,bojzi
incarnation,ɪnkɑɹnejʃən
exponents,ɪkspownənts
scrutiny,skɹutəni
severin,sɛvɹ̩ɪn
pyridine,pajɹajdajn
imagery,ɪməd͡ʒɹi
clune,klun
showmanship,ʃowmənʃɪp
whittier,wɪtiɹ̩
scared,skɛɹd
restrooms,ɹɛstɹumz
ernest,ɹ̩nəst
subsidized,sʌbsɪdajzd
follows,fɑlowz
diploid,dɪplojd
willowy,wɪləwi
internships,ɪntɹ̩nʃɪps
rainy,ɹejni
epiphany,ɪpɪfəni
formidable,fɔɹmədəbəl
suburbs,sʌbɹ̩bz
gauss,ɡaws
romance,ɹowmæns
wilson,wɪlsən
viz,vɪz
introspection,ɪntɹəspɛkʃən
agar,ejɡɹ̩
pigtails,pɪɡtejlz
farmland,fɑɹmlænd
italics,ajtælɪks
rhodes,ɹowdz
seers,siɹz
emirate,ɛmɹ̩ət
irregularity,ɪɹɛɡjəlɛɹəti
varna,vɑɹnə
corn,kɔɹn
pitched,pɪt͡ʃt
southernmost,sʌðɹ̩nmowst
robotics,ɹowbɑtɪks
lonely,lownli
chores,t͡ʃɔɹz
limes,lajmz
blackhawk,blækhɔk
dann,dæn
topping,tɑpɪŋ
supplanted,səplæntəd
truk,tɹʌk
paiute,pajjut
awaits,əwejts
rounded,ɹawndəd
lilia,liliə
francisco,fɹænsɪskow
early,ɹ̩li
kapp,kæp
senses,sɛnsɪz
hajj,hæd͡ʒ
destroyers,dɪstɹojɹ̩z
thunderbirds,θʌndɹ̩bɹ̩dz
pups,pʌps
cab,kæb
poles,powlz
falcons,fælkənz
seth,sɛθ
britain,bɹɪtən
plainfield,plejnfild
illegal,ɪliɡəl
killings,kɪlɪŋz
gurkhas,ɡɹ̩kəz
comest,kʌməst
vultures,vʌlt͡ʃɹ̩z
nudist,nudɪst
rockville,ɹɑkvɪl
representation,ɹɛpɹəzɛntejʃən
normalization,nɔɹməlɪzejʃən
jell,d͡ʒɛl
draftsman,dɹæftsmən
appearances,əpɪɹənsəz
bagley,bæɡli
ebony,ɛbəni
smelting,smɛltɪŋ
gesture,d͡ʒɛst͡ʃɹ̩
felton,fɛltən
shakes,ʃejks
namibia,nəmɪbiə
grudges,ɡɹʌd͡ʒɪz
peasants,pɛzənts
colleague,kɑliɡ
mcleod,məklawd
impulses,ɪmpəlsɪz
benno,bɛnow
busiest,bɪziəst
spock,spɑk
cakes,kejks
natural,næt͡ʃɹ̩əl
bireswar,bajɹɪzwɔɹ̩
fayette,fejɛt
follett,fɑlɪt
centuries,sɛnt͡ʃɹ̩iz
sedgwick,sɛd͡ʒwɪk
cockpits,kɑkpɪts
lovett,lʌvɪt
melissandre,mɛlisændɹ̩
klux,klʌks
terence,tɛɹəns
deductible,dɪdʌktəbəl
scripts,skɹɪpts
scudder’s,skʌdɹ̩z
jerome,d͡ʒɹ̩owm
duration,dʊɹejʃən
malnutrition,mælnutɹɪʃən
tomoyasu,towmojɑsu
fujita,fud͡ʒitə
durable,dʊɹəbəl
normanton,nɔɹməntən
queens,kwinz
breakdancing,bɹejkdənsɪŋ
singular,sɪŋɡjəlɹ̩
perished,pɛɹɪʃt
prism,pɹɪzəm
ossipee,ɑsɪpi
longford,lɔŋfɹ̩d
appeal,əpil
soloists,sowlowəsts
seduction,sɪdʌkʃən
idioms,ɪdiəmz
perspex,pɹ̩spɪks
torches,tɔɹt͡ʃɪz
otters,ɑtɹ̩z
erected,ɪɹɛktəd
recognise,ɹɛkəɡnajz
siding,sajdɪŋ
hurdles,hɹ̩dəlz
cannibalism,kænəbəlɪzəm
northrop,nɔɹθɹəp
howell,hawəl
breath,bɹɛθ
clubbed,klʌbd
role,ɹowl
simone,sɪmown
subclavian,sʌbklɑviən
erin,ɛɹɪn
atop,ətɑp
weaker,wikɹ̩
gerbil,ɡɹ̩bɪl
deer,dɪɹ
offence,əfəns
galt,ɡɔlt
rev,ɹɛv
culture,kʌlt͡ʃɹ̩
covent,kʌvənt
pickle,pɪkəl
motorists,mowtɹ̩əsts
beaumaris,bmɹɪs
problems,pɹɑbləmz
moffat,mɑfət
elma,ɛlmə
biochemical,bajowkɛməkəl
depicted,dɪpɪktəd
ballet,bælej
favourable,fejvɹ̩əbəl
menagerie,mənæd͡ʒɹ̩i
comedian,kəmidiən
paderborn,pejdɹ̩bɹn
spun,spʌn
care,kɛɹ
motorized,mowtɹ̩ajzd
rainforests,ɹajnfɔɹəsts
buzzword,bʌzwɹ̩d
stagnant,stæɡnənt
resembled,ɹɪzɛmbəld
excitedly,ɪksajtədli
woes,wowz
phases,fejzəz
frictional,fɹɪkʃənəl
activities,æktɪvətiz
grotesque,ɡɹowtɛsk
samantha,səmænθə
pattie,pæti
astoria,æstɔɹiə
rovers,ɹowvɹ̩z
engagement,ɛnɡejd͡ʒmənt
jobson,d͡ʒɑbsən
lesbian,lɛzbiən
reprinted,ɹipɹɪntɪd
eagerly,iɡɹ̩li
auditorium,ɔdətɔɹiəm
surge,sɹ̩d͡ʒ
inaccessible,ɪnəksɛsəbəl
fellas,fɛləs
accountancy,əkawntənsi
vizier,vɪziɹ̩
acme,ækmi
busk,bʌsk
monotheism,mɑnəθiɪzəm
liam,liəm
punctures,pʌŋkt͡ʃɹ̩z
rudolph,ɹudɔlf
block,blɑk
coatings,kowtɪŋz
pleasanter,plɛzɑntɹ̩
dignitaries,dɪɡnətɛɹiz
baku,bɑku
stormy,stɔɹmi
script,skɹɪpt
sen,sɛn
doubly,dʌbli
crouched,kɹawt͡ʃt
unbranched,ənbɹɑnt͡ʃt
derived,dɹ̩ajvd
holme,howlm
geek,ɡik
hudson,hʌdsən
malformation,mælfɔɹ̩mejʃən
princes,pɹɪnsəz
punch,pʌnt͡ʃ
hyderabad,hajdɹ̩əbæd
sedative,sɛdətɪv
deadening,dɛdənɪŋ
competing,kəmpitɪŋ
wendell,wɛndəl
ovation,owvejʃən
expiration,ɛkspɹ̩ejʃən
crosscheck,kɹɔʃɛk
garages,ɡɹ̩ɑʒɪz
sobered,sowbɹ̩d
dumping,dʌmpɪŋ
discoveries,dɪskʌvɹ̩iz
exemplify,ɪɡzɛmpləfaj
rallied,ɹælid
fulham,fʊlhəm
spacious,spejʃəs
declarative,dɪklɹ̩ətɪv
mastery,mæstɹ̩i
westmount,wɛstmawnt
seri,sɛɹi
vat,væt
chuckled,t͡ʃʌkəld
subgenus,sʌbd͡ʒɛnəs
feudal,fjudəl
australians,ɔstɹejljənz
miwok,mɪwɑk
hermione,hɹ̩majəni
cairum,kɛɹəm
intimate,ɪntəmət
bennett,bɛnət
appropriately,əpɹowpɹiɪtli
preparation,pɹɛpɹ̩ejʃən
insult,ɪnsəlt
biology,bajɑləd͡ʒi
aide,ejd
illustrators,ɪləstɹejtɹ̩z
flexibility,flɛksəbɪləti
bystanders,bajstændɹ̩z
surtees,sɹ̩tiz
permanently,pɹ̩mənəntli
parkland,pɑɹklænd
quarters,kwɔɹtɹ̩z
encompassing,ɛnkʌmpəsɪŋ
max,mæks
daytime,dejtajm
produces,pɹədusɪz
spacing,spejsɪŋ
mastercard,mæstɹ̩kɑɹd
goaltender,ɡowltɛndɹ̩
ratio,ɹejʃiow
snipe,snajp
nationalistic,næʃənəlɪstɪk
amiable,ejmiəbəl
correlated,kɔɹəlejtəd
bead,bid
arrange,ɹ̩ejnd͡ʒ
lots,lɑts
baring,bɛɹɪŋ
phase,fejz
toughness,tʌfnəs
ingenuity,ɪnd͡ʒənuəti
marseille,mɑɹsajl
decimated,dɛsəmejtɪd
hanks,hæŋks
nathan,nejθən
avenged,əvɛnd͡ʒd
surounded,sjuɹawndɪd
middlesex,mɪdəlsɛks
independently,ɪndɪpɛndəntli
equivalence,ɪkwɪvələns
pillars,pɪlɹ̩z
components,kəmpownənts
partition,pɑɹtɪʃən
cerro,sɛɹow
dizziness,dɪzinəs
musical,mjuzɪkəl
stallone,stəlown
buckinghamshire,bʌkɪŋæmʃajɹ
miura,miʊɹə
rhythms,ɹɪðəmz
bedfordshire,bɛdfɹ̩dʃajɹ
inheritance,ɪnhɛɹətəns
assurances,əʃʊɹənsɪz
hodgson,hɑd͡ʒsən
centralized,sɛntɹəlajzd
gower,ɡawɹ̩
aquinas,əkwajnəs
shiva,ʃivə
analytic,ænəlɪtɪk
coyote,kajowti
anthropomorphic,ænθɹəpəmɔɹfɪk
perthshire,pɹ̩θʃajɹ
sandbox,sændbɑks
torsion,tɔɹʒən
gwin,ɡwɪn
sell,sɛl
disservice,dɪssɹ̩vəs
sergeant,sɑɹd͡ʒənt
falcone,fɑlkowni
opera,ɑpɹə
phishing,fɪʃɪŋ
reforms,ɹəfɔɹmz
escalator,ɛskəlejtɹ̩
bushland,bʊʃlənd
preoccupation,pɹiɑkjəpejʃən
problematic,pɹɑbləmætɪk
thorny,θɔɹni
reviewing,ɹivjuɪŋ
fairgrounds,fɛɹɡɹawndz
staircase,stɛɹkejs
spinners,spɪnɹ̩z
corrective,kɹ̩ɛktɪv
floors,flɔɹz
saul,sɔl
repression,ɹipɹɛʃən
tilburg,tɪlbɹ̩ɡ
friesland,fɹizlənd
congo,kɑŋɡow
berkhamsted,bɹ̩kɑmstɪd
animator,ænəmejtɹ̩
hurricane,hɹ̩əkejn
entomology,ɛntəmɑləd͡ʒi
cases,kejsəz
stimulated,stɪmjəlejtəd
baja,bɑhɑ
assyrians,əsɪɹiənz
overweight,owvɹ̩wejt
parliament,pɑɹləmənt
journals,d͡ʒɹ̩nəlz
suggest,səɡd͡ʒɛst
plano,plejnow
carmela,kɑɹmɛlə
connecticut,kənɛtəkət
drosophila,dɹɑsəfɪlə
alva,ælvə
burghs,bɹ̩ɡs
endure,ɛndjʊɹ
entity,ɛntəti
rolled,ɹowld
simple,sɪmpəl
sebastian,səbæst͡ʃən
initials,ɪnɪʃəlz
ballad,bæləd
emory,ɛmɹ̩i
vainly,vejnli
fluctuation,flʌkt͡ʃuejʃən
electronica,ɪlɛktɹɑnɪkə
minaret,mɪnɹ̩ət
janie,d͡ʒejni
lomond,lowmənd
trackbed,tɹækbd
respectful,ɹɪspɛktfəl
spoon,spun
sensibility,sɛnsɪbɪlɪti
launchers,lɔnt͡ʃɹ̩z
mono,mownow
knudsen,nudsən
making,mejkɪŋ
rarity,ɹɛɹəti
detailing,dɪtejlɪŋ
dungeons,dʌnd͡ʒənz
harrison,hɛɹɪsən
phylogeny,fajlɑd͡ʒəni
tenor,tɛnɹ̩
spas,spɑz
landscapes,lændskejps
innings,ɪnɪŋz
mort,mɔɹt
transplantation,tɹænzplæntejʃən
libel,lajbəl
felicia,fəliʃə
glastonbury,ɡlæstənbɛɹi
diamante,dajəmɑnti
yates,jejts
connection,kənɛkʃən
nenagh,nɛnæ
oscar,ɔskɹ̩
ecosystems,ikowsɪstəmz
strangulation,stɹæŋɡjəlejʃən
kana,kænə
practice,pɹæktəs
characters,kæɹɪktɹ̩z
boosted,bustɪd
blackwater,blækwɔtɹ̩
cannons,kænənz
boone,bun
back,bæk
valid,væləd
exercises,ɛksɹ̩sajzəz
pausing,pɔzɪŋ
maser,mejzɹ̩
recurring,ɹɪkɹ̩ɪŋ
workout,wɹ̩kawt
sieves,sɪvz
undressed,əndɹəst
eden,idən
donors,downɹ̩z
fudge,fʌd͡ʒ
liquor,lɪkɹ̩
thameslink,θejməzlɪŋk
alumni,əlʌmnaj
galen,ɡejlən
distributed,dɪstɹɪbjətəd
grosvenor,ɡɹowvnɹ̩
geology,d͡ʒiɑləd͡ʒi
conducted,kəndʌktəd
depleted,dɪplitɪd
calibrated,kæləbɹejtəd
breakers,bɹejkɹ̩z
nose,nowz
carnival,kɑɹnəvəl
rattlesnake,ɹætəlsnejk
concentrating,kɑnsəntɹejtɪŋ
displaces,dɪsplejsɪz
overlying,owvɹ̩lajɪŋ
hempstead,hɛmpstɛd
schon,ʃɑn
schism,skɪzəm
slavs,slævz
judd,d͡ʒʌd
pursued,pɹ̩sud
beltsville,bɛltsvɪl
unfaithful,ənfejθfəl
polymer,pɑləmɹ̩
premiums,pɹimiəmz
discriminated,dɪskɹɪmənejtəd
tetragonal,tɛtɹæɡənəl
kristina,kɹɪstinə
transcriptions,tɹænskɹɪpʃənz
tehsil,tɛsɪl
toxicology,tɑksɪkɑləd͡ʒi
deck,dɛk
symposium,sɪmpowziəm
simcoe,sɪmkow
hooper,hupɹ̩
intrinsically,ɪntɹɪnsɪkəli
microphone,majkɹəfown
oversaw,owvɹ̩sɔ
servants,sɹ̩vənts
isabella,ɪzəbɛlə
blank,blæŋk
promotes,pɹəmowts
gulf,ɡʌlf
motionless,mowʃənləs
demonstrate,dɛmənstɹejt
tempted,tɛmptəd
gloria,ɡlɔɹiə
retired,ɹɪtajɹd
undersea,ʌndɹ̩si
gale,ɡejl
forefinger,fɔɹfɪŋɡɹ̩
pelt,pɛlt
confirmation,kɑnfɹ̩mejʃən
accessing,æksɛsɪŋ
accessible,æksɛsəbəl
waist,wejst
camped,kæmpt
baseband,bejsbənd
jenner,d͡ʒɛnɹ̩
popularize,pɑpjəlɹ̩ajz
concede,kənsid
shake,ʃejk
value,vælju
mordred,mɔɹdɹd
elko,ɛlkow
pollock,pɑlək
friction,fɹɪkʃən
corrected,kɹ̩ɛktəd
exclaimed,ɪksklejmd
dispersing,dɪspɹ̩sɪŋ
kinnock,kɪnək
anzac,ænzæk
hemolysis,himɑləsəs
barter,bɑɹtɹ̩
lao,law
police,pəlis
outlined,awtlajnd
lark,lɑɹk
upgrading,əpɡɹejdɪŋ
liberated,lɪbɹ̩ejtɪd
acquiring,əkwajɹɪŋ
pollinated,pɑlɪnejtɪd
biker,bajkɹ̩
flickered,flɪkɹ̩d
symbiosis,sɪmbajowsəs
desirable,dɪzajɹəbəl
antioxidants,æntiɑksədənts
car,kɑɹ
aquino,əkinow
republican,ɹɪpʌblɪkən
incomprehensibly,ɪnkɑmpɹihɛnsəbli
hippolytus,həpɑlətəs
spoons,spunz
ergonomics,ɹ̩ɡənɑmɪks
mohammed,mowhæmɪd
polynomial,pɑlɪnowmiəl
wycliffe,wajklɪf
pula,pulə
loftus,lɔftəs
evident,ɛvədənt
scribe,skɹajb
vesicles,vɛsɪkəlz
polls,powlz
magnetite,mæɡnətajt
wiley,wajli
yamamoto,jɑmɑmowtow
enigma,ɪnɪɡmə
dartford,dɑɹtfɹ̩d
bhutto,butow
squash,skwɑʃ
sweden,swidən
equal,ikwəl
incision,ɪnsɪʒən
ecology,ɪkɑləd͡ʒi
uninterrupted,ʌnɪntɹ̩ʌptɪd
adolescents,ædəlɛsənts
unilever,junɪlivɹ̩
narrates,nɛɹejts
knob,nɑb
exchanger,ɪkst͡ʃejnd͡ʒɹ̩
bigger,bɪɡɹ̩
gator,ɡejtɹ̩
mccomb,məkowm
caritas,kæɹitəs
fetus,fitəs
conjoined,kɑnd͡ʒojnd
they’ll,ðejl
bankrupt,bæŋkɹəpt
discrepancies,dɪskɹɛpənsiz
finance,fənæns
tweedledum,twidəlɪdəm
instincts,ɪnstɪŋkts
rebels,ɹɛbəlz
assume,əsum
gum,ɡʌm
renamed,ɹinejmd
demarcation,dimɑɹkejʃən
fundamental,fʌndəmɛntəl
itchen,ɪt͡ʃən
peter,pitɹ̩
comstock,kɑmstɑk
beep,bip
americas,əmɛɹəkəz
beau,bow
celebrates,sɛləbɹejts
raffles,ɹæfəlz
anemone,ænɪmown
heightened,hajtənd
petri,pɛtɹi
panchayat,pænt͡ʃajət
ingham,ɪŋəm
insignificant,ɪnsɪɡnjɪfɪkənt
tentacles,tɛntəkəlz
trimming,tɹɪmɪŋ
arboreal,ɑɹbɔɹiəl
gupta,ɡʊptə
richard,ɹɪt͡ʃɹ̩d
empress,ɛmpɹɛs
focussed,fowkəst
rested,ɹɛstəd
calculations,kælkjəlejʃənz
unforgettable,ʌnfɹ̩ɡɛtəbəl
tacit,tæsɪt
majorca,mejd͡ʒɔɹkə
appease,əpiz
obstacle,ɑbstəkəl
projectors,pɹəd͡ʒɛktɹ̩z
panola,pænowlə
electorates,ɪlɛktɹ̩əts
postings,powstɪŋz
slowly,slowli
storyline,stɔɹilajn
noticeable,nowtəsəbəl
drummer,dɹʌmɹ̩
memorandum,mɛmɹ̩ændəm
applebaum,æpəlbawm
desks,dɛsks
cans,kænz
sat,sæt
odes,owdz
retrieves,ɹitɹivz
turing,tʊɹɪŋ
crux,kɹʌks
gujarat,ɡjud͡ʒɹ̩æt
began,bɪɡæn
teal,til
sibelius,sɪbliɪs
palsy,pɔlzi
smokey,smowki
prediction,pɹidɪkʃən
electronics,ɪlɛktɹɑnɪks
metro,mɛtɹow
compatriot,kəmpætɹiət
barra,bɑɹə
snaps,snæps
wavered,wejvɹ̩d
creative,kɹiejtɪv
amira,æmɹə
consett,kənsɪt
excelled,ɪksɛld
dysplasia,dɪsplejʒə
marcus,mɑɹkəs
roasted,ɹowstəd
purposed,pɹ̩powzd
approval,əpɹuvəl
recreationally,ɹɛkɹiejʃənəli
scrambled,skɹæmbəld
scorpio,skɔɹpiow
connelly,kɑnəli
examines,ɪɡzæmənz
manmade,mænmejd
sensitive,sɛnsətɪv
foggy,fɑɡi
soothe,suð
aggregator,æɡɡɹəɡejtɹ̩
burnout,bɹ̩nawt
cao,kaw
watersheds,wɔtɹ̩ʃɛdz
mir,mɪɹ
britpop,bɹɪtpɑp
scarred,skɑɹd
himalayas,hɪməlajəs
lgbt,lɡbt
wild,wajld
join,d͡ʒojn
gander,ɡændɹ̩
piled,pajld
harborough,hɑɹbɹ̩ow
spooky,spuki
endangered,ɛndejnd͡ʒɹ̩d
concepts,kɑnsɛpts
mayhem,mejhɛm
improve,ɪmpɹuv
footmarks,fʊtmɑɹks
serena,sɛɹejnə
abstract,æbstɹækt
clinch,klɪnt͡ʃ
lobos,lowbows
denoting,dɪnətɪŋ
backlit,bæklɪt
aquitaine,ækwɪtejn
colloquial,kəlowkwiəl
medal,mɛdəl
stalactites,stɔlæktajts
lecture,lɛkt͡ʃɹ̩
decadent,dɛkədənt
metcalfe,mɛtkəlf
goggles,ɡɑɡəlz
transporter,tɹænspɔɹtɹ̩
herbivore,hɹ̩bɪvɔɹ
cashew,kæʃu
plaque,plæk
brig,bɹɪɡ
exodus,ɛksədəs
rivalry,ɹajvəlɹi
sickle,sɪkəl
elkins,ɛlkɪnz
monopolies,mənɑpəliz
semicolon,sɛmɪkələn
stephen,stivən
treehouse,tɹihaws
mai,maj
lights,lajts
outback,awtbæk
diaz,diɑs
specialise,spɛʃələz
edmonton,ɛdməntən
mentorship,mɛntɹ̩ʃɪp
protagonist,pɹowtæɡənəst
summer,sʌmɹ̩
anomaly,ənɑməli
tell,tɛl
ditches,dɪt͡ʃəz
investors,ɪnvɛstɹ̩z
tempe,tɛmpi
chicken,t͡ʃɪkən
prophet,pɹɑfət
checked,t͡ʃɛkt
aviary,ejviɛɹi
uncontested,ʌnkəntɛstɪd
seated,sitəd
isidore,ɪzɪdɔɹ
erect,ɪɹɛkt
seekers,sikɹ̩z
operatives,ɑpɹ̩ətɪvz
nut,nʌt
tarot,tɹət
kitten,kɪtən
monstrous,mɑnstɹəs
cooperatives,kowɑpɹətɪvz
pamela,pæmələ
ganesha,ɡejnʃə
maternity,mətɹ̩nɪti
rochefort,ɹɑkɪfɹ̩t
algal,ælɡəl
emeric,ɪmɹɪk
geisha,ɡejʃə
acquire,əkwajɹ̩
forlornly,fɔɹlɔɹnli
sedimentary,sɛdəmɛntɹ̩i
foley,fowli
hanna,hænə
scale,skejl
interviews,ɪntɹ̩vjuz
finances,fɪnænsɪz
temasek,təmɑsɛk
individualism,ɪndɪvɪduəlɪzəm
ventricular,vɛntɹɪkjulɹ̩
yin,jɪn
pettit,pɛtɪt
ovarian,owvɛɹiən
gongs,ɡɔŋz
censor,sɛnsɹ̩
drip,dɹɪp
fingers,fɪŋɡɹ̩z
riel,ɹil
moresby,mɔɹɪzbi
narration,nɛɹejʃən
succeed,səksid
echolocation,ɛkowlowkejʃən
cleans,klinz
debut,dejbju
intellectually,ɪntəlɛkt͡ʃuəli
distrustful,dɪstɹʌstfəl
boiled,bojld
sniping,snajpɪŋ
clarity,klɛɹəti
nora,nɔɹə
for,fɔɹ
defected,dɪfɛktɪd
steppenwolf,stɛpənwʊlf
ovals,owvəlz
fermions,fɹ̩majənz
abolish,əbɑlɪʃ
crandall,kɹændəl
consult,kənsʌlt
leyte,lejt
dismantle,dɪsmæntəl
afrikaans,æfɹəkɑnz
stratification,stɹætəfəkejʃən
prelates,pɹɛlɪts
brice,bɹajs
sati,sɑti
easley,izli
repository,ɹipɑzətɔɹi
pacified,pæsəfajd
phlegmatic,flɛɡmætɪk
robbers,ɹɑbɹ̩z
player,plejɹ̩
anya,ɛnajə
kovacs,kowvæks
area,ɛɹiə
muffled,mʌfəld
licks,lɪks
belisarius,bɛlɪsɹ̩iəs
decorative,dɛkɹətɪv
fact,fækt
braves,bɹejvz
permits,pɹ̩mɪts
longest,lɔŋɡəst
prohibiting,pɹowhɪbətɪŋ
ideology,ajdiɑləd͡ʒi
davenport,dævənpɔɹt
relies,ɹɪlajz
impetus,ɪmpətəs
medallions,mədæljənz
infusions,ɪnfjuʒənz
substitutions,sʌbstɪtjuʃənz
flip,flɪp
blended,blɛndəd
browsed,bɹawzd
bridge,bɹɪd͡ʒ
explorations,ɛksplɹ̩ejʃənz
busch,bʊʃ
edgar,ɛdɡɹ̩
taggart,tæɡɹ̩t
chief,t͡ʃif
sufi,sufi
decontaminate,dikəntæmənejt
leeward,liwɹ̩d
quaid,kwejd
complaint,kəmplejnt
brant,bɹænt
fragment,fɹæɡmənt
tremulous,tɹɛmjələs
orbitals,ɔɹbətəlz
overturned,owvɹ̩tɹ̩nd
stammer,stæmɹ̩
intimately,ɪntəmətli
stokes,stowks
votes,vowts
yards,jɑɹdz
symons,sɪmənz
visual,vɪʒəwəl
couldn’t,kʊdnt
bookings,bʊkɪŋz
parkersburg,pɑɹkɹ̩zbɹ̩ɡ
hanger,hæŋɹ̩
dwelt,dwɛlt
considered,kənsɪdɹ̩d
amateur,æmətɹ̩
pus,pʌs
motown,mowtawn
researchers,ɹisɹ̩t͡ʃɹ̩z
buckle,bʌkəl
wrestling,ɹɛslɪŋ
restaurant,ɹɛstɹ̩ɑnt
midge,mɪd͡ʒ
afflicted,əflɪktəd
mathers,mæðɹ̩z
bodybuilder,bɑdibɪldɹ̩
travelcards,tɹævɛlkɑɹdz
immersed,ɪmɹ̩st
nicky,nɪki
iverson,ajvɹ̩sən
twister,twɪstɹ̩
projections,pɹəd͡ʒɛkʃənz
hazards,hæzɹ̩dz
bastion,bæst͡ʃən
commonplace,kɑmənplejs
hulled,hʌld
river,ɹɪvɹ̩
specimen,spɛsəmən
dennett,dɛnɪt
